# schema_version: 1
# lap: 5
# driver: 0822
# phase: coached
# setup: apex-study-v1
# source: torcs:human-1-1787394301-10916-1.csv | car: Player | race_lap: 5 | measured_lap_time: 128.194
# sector: derived as thirds of track length (TORCS exports no sectors)
t,dist,speed,throttle,brake,steer,gear,sector,x,y,track_pos,damage,wall_clock_s
3.058,129.585,46.0679,1.0,0.0,0.0,4,1,515.26,476.8,-1.5491,37373,1787394824.1124
3.08,130.594,46.1145,1.0,0.0,0.0,4,1,516.269,476.893,-1.5304,37373,1787394824.1125
3.102,131.603,46.152,1.0,0.0,0.0,4,1,517.279,476.987,-1.5117,37373,1787394824.1127
3.124,132.614,46.1956,1.0,0.0,0.0,4,1,518.289,477.081,-1.4929,37373,1787394824.2259
3.146,133.625,46.2434,1.0,0.0,0.0,4,1,519.3,477.175,-1.474,37373,1787394824.2261
3.168,134.638,46.2913,1.0,0.0,0.0,4,1,520.313,477.27,-1.4551,37373,1787394824.2262
3.19,135.651,46.336,1.0,0.0,0.0,4,1,521.326,477.364,-1.4362,37373,1787394824.2264
3.212,136.665,46.3776,1.0,0.0,0.0,4,1,522.34,477.459,-1.4173,37373,1787394824.2265
3.234,137.68,46.4157,1.0,0.0,0.0,4,1,523.356,477.554,-1.3984,37373,1787394824.3363
3.256,138.697,46.4492,1.0,0.0,0.0,4,1,524.372,477.648,-1.3794,37373,1787394824.3365
3.278,139.714,46.4846,1.0,0.0,0.0,4,1,525.389,477.743,-1.3604,37373,1787394824.3366
3.3,140.731,46.5242,1.0,0.0,0.0,4,1,526.406,477.838,-1.3414,37373,1787394824.3367
3.322,141.75,46.5648,1.0,0.0,0.0,4,1,527.425,477.933,-1.3224,37373,1787394824.3368
3.344,142.769,46.6027,1.0,0.0,0.0,4,1,528.445,478.028,-1.3034,37373,1787394824.4467
3.366,143.79,46.6454,1.0,0.0,0.0,4,1,529.465,478.123,-1.2844,37373,1787394824.4469
3.388,144.811,46.683,1.0,0.0,0.0,4,1,530.486,478.219,-1.2654,37373,1787394824.4471
3.41,145.833,46.7244,1.0,0.0,0.0,4,1,531.508,478.314,-1.2463,37373,1787394824.4473
3.432,146.856,46.765,1.0,0.0,0.0,4,1,532.531,478.409,-1.2272,37373,1787394824.4476
3.454,147.88,46.7999,1.0,0.0,0.0,4,1,533.555,478.505,-1.2081,37373,1787394824.5628
3.476,148.905,46.8423,1.0,0.0,0.0,4,1,534.581,478.6,-1.1891,37373,1787394824.5631
3.498,149.931,46.8808,1.0,0.0,0.0,4,1,535.606,478.696,-1.17,37373,1787394824.5633
3.52,150.958,46.9181,1.0,0.0,0.0,4,1,536.633,478.791,-1.1508,37373,1787394824.5635
3.542,151.985,46.9498,1.0,0.0,0.0,4,1,537.66,478.887,-1.1317,37373,1787394824.5637
3.564,153.013,46.9866,1.0,0.0,0.0,4,1,538.688,478.983,-1.1126,37373,1787394824.564
3.586,154.042,47.0257,1.0,0.0,0.0,4,1,539.717,479.078,-1.0934,37373,1787394824.6736
3.608,155.072,47.0619,1.0,0.0,0.0,4,1,540.747,479.174,-1.0743,37373,1787394824.6739
3.63,156.103,47.0966,1.0,0.0,0.0,4,1,541.778,479.27,-1.0551,37373,1787394824.6741
3.652,157.134,47.1311,1.0,0.0,0.0,4,1,542.81,479.366,-1.0359,37373,1787394824.6743
3.674,158.167,47.1651,1.0,0.0,0.0,4,1,543.842,479.462,-1.0167,37373,1787394824.6745
3.696,159.2,47.1983,0.0,0.0,0.0,4,1,544.875,479.558,-0.9975,37373,1787394824.7894
3.718,160.233,47.0976,0.0,0.0,0.0,4,1,545.908,479.654,-0.9783,37373,1787394824.7896
3.74,161.262,46.971,0.0,0.0,0.0,4,1,546.938,479.75,-0.9592,37373,1787394824.7897
3.762,162.289,46.8468,0.0,0.0,0.0,4,1,547.965,479.845,-0.9401,37373,1787394824.7899
3.784,163.314,46.7224,0.0,0.0,0.0,4,1,548.989,479.94,-0.9211,37373,1787394824.79
3.806,164.336,46.5974,0.0,0.0,0.0,4,1,550.011,480.035,-0.9021,37373,1787394824.9036
3.828,165.355,46.4737,0.0,0.0,0.0,4,1,551.03,480.129,-0.8832,37373,1787394824.9038
3.85,166.371,46.35,0.0,0.0,0.0,4,1,552.046,480.224,-0.8643,37373,1787394824.9039
3.872,167.385,46.2262,0.0,0.0,0.0,4,1,553.06,480.318,-0.8456,37373,1787394824.9041
3.894,168.396,46.1021,0.0,0.0,0.0,4,1,554.071,480.411,-0.8268,37373,1787394824.9042
3.916,169.404,45.9789,0.0,0.2,-0.0266,4,1,555.079,480.505,-0.8081,37373,1787394825.0124
3.938,170.408,45.702,0.0,0.4,-0.0533,4,1,556.083,480.597,-0.7897,37373,1787394825.0127
3.96,171.405,45.2629,0.0,0.6,-0.0799,4,1,557.08,480.685,-0.772,37373,1787394825.0129
3.982,172.39,44.6755,0.0,0.8,-0.1066,4,1,558.065,480.768,-0.7554,37373,1787394825.0131
4.004,173.362,43.9469,0.0,0.8242,-0.1333,4,1,559.037,480.845,-0.7401,37373,1787394825.0132
4.026,174.317,43.2077,0.0,0.479,-0.16,4,1,559.992,480.914,-0.7263,37373,1787394825.1219
4.048,175.257,42.5652,0.0,0.8566,-0.1867,4,1,560.933,480.976,-0.7139,37373,1787394825.122
4.07,176.185,41.9154,0.0,0.1835,-0.2134,4,1,561.86,481.031,-0.7029,37373,1787394825.1221
4.092,177.098,41.3676,0.0,0.8957,-0.2401,4,1,562.773,481.08,-0.693,37373,1787394825.1223
4.114,178.001,40.8189,0.0,0.1746,-0.2669,4,1,563.676,481.123,-0.6846,37373,1787394825.1224
4.136,178.891,40.2494,0.0,0.8302,-0.2936,3,1,564.567,481.16,-0.6771,37373,1787394825.2286
4.158,179.769,39.6069,0.0,0.1651,-0.3204,3,1,565.444,481.189,-0.6713,37373,1787394825.2288
4.18,180.891,39.0427,0.0,0.8002,-0.3471,3,1,566.308,481.21,-0.6618,37373,1787394825.2291
4.202,182.044,38.4507,0.0,0.1548,-0.3739,3,1,567.16,481.219,-0.6387,37373,1787394825.2293
4.224,183.142,37.8734,0.0,0.7473,-0.4007,3,1,567.998,481.216,-0.6029,37373,1787394825.2296
4.246,184.184,37.2913,0.0,0.1439,-0.4275,3,1,568.825,481.2,-0.5564,37373,1787394825.3358
4.268,185.158,36.7399,0.0,0.6908,-0.4543,3,1,569.638,481.17,-0.5003,37373,1787394825.3361
4.29,186.069,36.1902,0.0,0.1323,-0.4811,3,1,570.439,481.127,-0.4362,37373,1787394825.3363
4.312,186.912,35.6572,0.0,0.5705,-0.508,3,1,571.226,481.072,-0.365,37373,1787394825.3365
4.334,187.693,35.156,0.0,0.1199,-0.5348,3,1,572.002,481.005,-0.2878,37373,1787394825.3368
4.356,188.413,34.6653,0.0,0.4175,-0.5617,3,1,572.765,480.929,-0.2056,37373,1787394825.4439
4.378,189.079,34.2134,0.0,0.1069,-0.5885,3,1,573.517,480.842,-0.119,37373,1787394825.444
4.4,189.694,33.7719,0.0,0.3578,-0.6154,3,1,574.258,480.747,-0.029,37373,1787394825.4442
4.422,190.264,33.3471,0.0,0.0931,-0.6423,3,1,574.988,480.642,0.0638,37373,1787394825.4443
4.444,190.791,32.9238,0.0,0.2798,-0.6691,3,1,575.708,480.528,0.1589,37373,1787394825.4445
4.466,191.282,32.5173,0.0,0.0787,-0.696,3,1,576.416,480.405,0.2558,37373,1787394825.5506
4.488,191.738,32.1129,0.0,0.2358,-0.7229,3,1,577.114,480.273,0.3539,37373,1787394825.5508
4.51,192.165,31.7177,0.0,0.07,-0.7498,3,1,577.802,480.133,0.453,37373,1787394825.551
4.532,192.564,31.3211,0.0,0.2376,-0.7767,3,1,578.478,479.984,0.5526,37373,1787394825.5511
4.554,192.939,30.9233,0.0,0.07,-0.8036,3,1,579.144,479.827,0.6525,37373,1787394825.5512
4.576,193.291,30.5179,0.0,0.1913,-0.8306,3,1,579.799,479.662,0.7526,37373,1787394825.6581
4.598,193.623,30.1184,0.0,0.07,-0.8575,3,1,580.443,479.489,0.8524,37373,1787394825.6583
4.62,193.937,29.715,0.0,0.1846,-0.8844,3,1,581.075,479.31,0.9519,37373,1787394825.6584
4.642,194.234,29.3106,0.0,0.07,-0.9114,3,1,581.696,479.123,1.0509,37373,1787394825.6586
4.664,194.516,28.8998,0.0,0.1547,-0.9383,3,1,582.306,478.93,1.1493,37373,1787394825.6587
4.686,194.783,28.4902,0.0,0.07,-0.9653,3,1,582.904,478.731,1.247,37373,1787394825.7677
4.708,195.038,28.0742,0.0,0.1267,-0.9923,2,1,583.491,478.527,1.3438,37373,1787394825.7678
4.73,195.281,27.6561,0.0,0.07,-1.0,2,1,584.067,478.316,1.4396,37373,1787394825.768
4.752,195.513,27.2312,0.0,0.0895,-1.0,2,1,584.63,478.102,1.5343,37373,1787394825.7681
4.774,195.735,26.8072,0.0,0.0705,-1.0,2,1,585.182,477.882,1.6279,37373,1787394825.7683
4.796,195.98,26.3808,0.0,0.1025,-1.0,2,1,585.722,477.659,1.7203,37373,1787394825.8689
4.818,196.336,25.949,0.0,0.07,-1.0,2,1,586.25,477.431,1.8106,37373,1787394825.8693
4.84,196.692,25.5114,0.0,0.0986,-1.0,2,1,586.766,477.201,1.8984,37373,1787394825.8696
4.862,197.048,25.0692,0.0,0.07,-1.0,2,1,587.271,476.968,1.9838,37373,1787394825.8698
4.884,197.403,24.6221,0.0,0.1183,-1.0,2,1,587.763,476.732,2.0667,37373,1787394825.9733
4.906,197.757,24.1688,0.0,0.07,-1.0,2,1,588.244,476.495,2.1473,37373,1787394825.9735
4.928,198.108,23.7102,0.0,0.13,-1.0,2,1,588.713,476.256,2.2255,37373,1787394825.9737
4.95,198.458,23.2458,0.0,0.07,-1.0,2,1,589.17,476.017,2.3014,37373,1787394825.9738
4.972,198.805,22.7757,0.0,0.157,-1.0,2,1,589.615,475.777,2.3749,37373,1787394825.9739
4.994,199.149,22.298,0.0,0.07,-1.0,2,1,590.048,475.537,2.4462,37373,1787394826.0751
5.016,199.489,21.8142,0.0,0.1849,-1.0,2,1,590.47,475.298,2.5153,37373,1787394826.0753
5.038,199.824,21.3233,0.0,0.07,-1.0,2,1,590.88,475.06,2.5822,37373,1787394826.0755
5.06,200.155,20.827,0.0,0.2229,-1.0,2,1,591.278,474.825,2.647,37373,1787394826.0756
5.082,200.481,20.3247,0.0,0.07,-1.0,2,1,591.665,474.591,2.7097,37373,1787394826.1842
5.104,200.8,19.818,0.0,0.2596,-1.0,1,1,592.041,474.361,2.7705,37373,1787394826.1845
5.126,201.113,19.3084,0.0,0.07,-1.0,1,1,592.407,474.135,2.8293,37373,1787394826.1848
5.148,201.419,18.7933,0.0,1.0,-1.0,1,1,592.762,473.913,2.8864,37373,1787394826.185
5.17,201.635,4.9249,0.0,1.0,-1.0,1,1,592.963,473.744,2.9165,38315,1787394826.1852
5.192,201.741,4.8283,0.0,1.0,-1.0,1,1,592.979,473.639,2.9142,38315,1787394826.2971
5.214,201.846,4.7195,0.0,1.0,-1.0,1,1,592.997,473.535,2.9122,38315,1787394826.2974
5.236,201.947,4.5454,0.0,1.0,-1.0,1,1,593.015,473.435,2.9107,38315,1787394826.2976
5.258,202.043,4.2184,0.0,1.0,-1.0,1,1,593.036,473.341,2.9097,38315,1787394826.2978
5.28,202.131,3.7662,0.0,1.0,-1.0,1,1,593.057,473.256,2.9094,38315,1787394826.298
5.302,202.207,3.2457,0.0,1.0,-1.0,1,1,593.079,473.183,2.9098,38315,1787394826.2982
5.324,202.272,2.702,0.0,1.0,-1.0,1,1,593.102,473.122,2.9111,38315,1787394826.4211
5.346,202.293,1.5904,0.0,1.0,-1.0,1,1,593.069,473.092,2.9032,38318,1787394826.4212
5.368,202.302,1.1644,0.0,1.0,-1.0,1,1,593.032,473.072,2.8951,38318,1787394826.4213
5.39,202.313,0.6666,0.0,1.0,-1.0,1,1,593.016,473.057,2.8911,38318,1787394826.4215
5.412,202.319,0.1416,0.35,0.0,-1.0,-1,1,593.01,473.049,2.8897,38318,1787394826.4216
5.434,202.32,0.055,0.35,0.0,-1.0,-1,1,593.009,473.048,2.8894,38318,1787394826.5464
5.456,202.32,0.057,0.35,0.0,-1.0,-1,1,593.009,473.048,2.8894,38318,1787394826.5465
5.478,202.318,0.1445,0.35,0.0,-1.0,-1,1,593.009,473.049,2.8895,38318,1787394826.5467
5.5,202.316,0.1843,0.35,0.0,-1.0,-1,1,593.011,473.052,2.89,38318,1787394826.5468
5.522,202.312,0.2813,0.35,0.0,-1.0,-1,1,593.014,473.057,2.8907,38318,1787394826.547
