# schema_version: 1
# lap: 1
# driver: 0822
# phase: coached
# setup: apex-study-v1
# source: torcs:human-1-1787394301-10916-1.csv | car: Player | race_lap: 1 | measured_lap_time: 143.990
# sector: derived as thirds of track length (TORCS exports no sectors)
t,dist,speed,throttle,brake,steer,gear,sector,x,y,track_pos,damage,wall_clock_s
2.934,136.587,40.3811,0.0,1.0,0.0,4,1,522.262,484.339,-0.0412,0,1787394311.9884
2.954,137.389,39.8771,0.0,0.2,0.0,3,1,523.064,484.339,-0.0413,0,1787394311.9885
2.974,138.18,39.3741,0.0,1.0,0.0,3,1,523.855,484.339,-0.0414,0,1787394311.9887
2.994,138.961,38.8783,0.0,0.2,0.0,3,1,524.637,484.338,-0.0414,0,1787394311.9888
3.014,139.733,38.3866,0.0,1.0,-0.0243,3,1,525.408,484.338,-0.0415,0,1787394312.1022
3.034,140.495,37.9018,0.0,0.2,-0.0487,3,1,526.17,484.338,-0.0416,0,1787394312.1024
3.054,141.247,37.4208,0.0,1.0,-0.0731,3,1,526.922,484.337,-0.0418,0,1787394312.1025
3.074,141.99,36.9462,0.0,0.2,-0.0974,3,1,527.665,484.335,-0.0421,0,1787394312.1026
3.094,142.722,36.4666,0.0,0.9509,-0.1218,3,1,528.398,484.332,-0.0426,0,1787394312.1027
3.114,143.446,35.9991,0.0,0.1936,-0.1462,3,1,529.121,484.328,-0.0434,0,1787394312.1029
3.134,144.16,35.5285,0.0,0.8783,-0.1706,3,1,529.835,484.323,-0.0444,0,1787394312.2118
3.154,144.865,35.0424,0.0,0.1864,-0.195,3,1,530.54,484.316,-0.0459,0,1787394312.212
3.174,145.56,34.5621,0.0,0.9126,-0.2194,3,1,531.235,484.307,-0.0477,0,1787394312.2121
3.194,146.246,34.1105,0.0,0.1785,-0.2438,3,1,531.921,484.293,-0.0504,0,1787394312.2123
3.214,146.922,33.6569,0.0,0.872,-0.2682,3,1,532.597,484.277,-0.0537,0,1787394312.2124
3.234,147.59,33.2094,0.0,0.1701,-0.2927,3,1,533.265,484.256,-0.0579,0,1787394312.32
3.254,148.248,32.7877,0.0,0.8284,-0.3171,3,1,533.923,484.231,-0.063,0,1787394312.3202
3.274,148.899,32.3693,0.0,0.1611,-0.3416,3,1,534.574,484.2,-0.0691,0,1787394312.3203
3.294,149.54,31.9667,0.0,0.7311,-0.366,3,1,535.215,484.166,-0.076,0,1787394312.3205
3.314,150.174,31.5743,0.0,0.1515,-0.3905,3,1,535.849,484.126,-0.0839,0,1787394312.3206
3.334,150.799,31.193,0.0,0.6667,-0.4149,3,1,536.474,484.083,-0.0925,0,1787394312.4286
3.354,151.416,30.8199,0.0,0.1414,-0.4394,3,1,537.092,484.034,-0.1022,0,1787394312.4288
3.374,152.026,30.4546,0.0,0.6537,-0.4639,3,1,537.701,483.982,-0.1126,0,1787394312.4289
3.394,152.628,30.0911,0.0,0.1306,-0.4884,3,1,538.303,483.925,-0.1241,0,1787394312.4291
3.414,153.222,29.7172,0.0,0.6252,-0.5129,3,1,538.897,483.864,-0.1364,0,1787394312.4292
3.434,153.808,29.3186,0.0,0.1193,-0.5374,3,1,539.483,483.796,-0.1499,0,1787394312.4293
3.454,154.385,28.959,0.0,0.5672,-0.5619,3,1,540.06,483.723,-0.1645,0,1787394312.5324
3.474,154.955,28.6189,0.0,0.1074,-0.5864,3,1,540.63,483.643,-0.1804,0,1787394312.5326
3.494,155.516,28.2855,0.0,0.5062,-0.6109,2,1,541.192,483.558,-0.1975,0,1787394312.5327
3.514,156.071,27.9503,0.0,0.0949,-0.6354,2,1,541.746,483.466,-0.2159,0,1787394312.5328
3.534,156.617,27.6277,0.0,0.4423,-0.6599,2,1,542.292,483.368,-0.2356,0,1787394312.5329
3.554,157.156,27.3158,0.0,0.0819,-0.6845,2,1,542.831,483.262,-0.2567,0,1787394312.6417
3.574,157.687,27.0118,0.0,0.3755,-0.709,2,1,543.362,483.151,-0.279,0,1787394312.6418
3.594,158.21,26.7213,0.0,0.07,-0.7335,2,1,543.886,483.033,-0.3025,0,1787394312.642
3.614,158.727,26.4351,0.0,0.35,-0.7581,2,1,544.402,482.91,-0.3272,0,1787394312.6421
3.634,159.236,26.1546,0.0,0.07,-0.7826,2,1,544.911,482.781,-0.353,0,1787394312.6422
3.654,159.738,25.8711,0.0,0.35,-0.8072,2,1,545.413,482.646,-0.3798,0,1787394312.7553
3.674,160.233,25.5875,0.0,0.07,-0.8318,2,1,545.908,482.507,-0.4078,0,1787394312.7555
3.694,160.72,25.2976,0.0,0.35,-0.8563,2,1,546.395,482.362,-0.4367,0,1787394312.7556
3.714,161.2,25.0075,0.0,0.07,-0.8809,2,1,546.875,482.212,-0.4667,0,1787394312.7557
3.734,161.671,24.6934,0.0,0.35,-0.9055,2,1,547.346,482.057,-0.4977,0,1787394312.7558
3.754,162.134,24.379,0.0,0.07,-0.93,2,1,547.81,481.896,-0.5298,0,1787394312.756
3.774,162.589,24.0412,0.0,0.35,-0.9546,2,1,548.264,481.731,-0.5629,0,1787394312.8603
3.794,163.034,23.7173,0.0,0.07,-0.9792,2,1,548.709,481.56,-0.597,0,1787394312.8605
3.814,163.471,23.395,0.0,0.3093,-1.0,2,1,549.146,481.385,-0.6321,0,1787394312.8606
3.834,163.898,23.0711,0.0,0.07,-1.0,2,1,549.574,481.205,-0.6681,0,1787394312.8608
3.854,164.317,22.7508,0.0,0.2995,-1.0,2,1,549.992,481.021,-0.705,0,1787394312.8609
3.874,164.727,22.4429,0.0,0.07,-1.0,2,1,550.402,480.832,-0.7428,0,1787394312.9666
3.894,165.128,22.0965,0.0,0.2892,-1.0,2,1,550.803,480.639,-0.7813,0,1787394312.9668
3.914,165.52,21.7924,0.0,0.07,-1.0,2,1,551.195,480.442,-0.8207,0,1787394312.9669
3.934,165.903,21.4907,0.0,0.2184,-1.0,2,1,551.578,480.242,-0.8607,0,1787394312.9671
3.954,166.278,21.1851,0.0,0.07,-1.0,2,1,551.953,480.039,-0.9013,0,1787394312.9672
3.974,166.645,20.9245,0.0,0.2091,-1.0,2,1,552.32,479.833,-0.9425,0,1787394312.9673
3.994,167.003,20.6339,0.0,0.07,-1.0,2,1,552.679,479.625,-0.9841,0,1787394313.0705
4.014,167.355,20.3518,0.0,0.2185,-1.0,2,1,553.03,479.415,-1.0262,0,1787394313.0706
4.034,167.698,20.071,0.0,0.07,-1.0,1,1,553.373,479.202,-1.0687,0,1787394313.0708
4.054,168.033,19.7577,0.0,0.1891,-1.0,1,1,553.708,478.988,-1.1115,0,1787394313.071
4.074,168.36,19.4746,0.0,0.07,-1.0,1,1,554.035,478.772,-1.1547,0,1787394313.0711
4.094,168.679,19.1528,0.0,0.0,0.0,1,1,554.354,478.555,-1.198,0,1787394313.1789
4.114,168.97,13.8135,0.0,0.0,0.0,1,1,554.645,478.484,-1.2122,210,1787394313.1791
4.134,169.238,13.3389,0.0,0.0,0.0,1,1,554.914,478.527,-1.2038,210,1787394313.1792
4.154,169.495,12.6455,0.0,0.0,0.0,1,1,555.17,478.561,-1.1969,210,1787394313.1794
4.174,169.74,12.0684,0.0,0.0,0.0,1,1,555.415,478.592,-1.1906,210,1787394313.1795
4.194,169.974,11.5721,0.0,0.0,0.0,1,1,555.649,478.62,-1.1851,210,1787394313.2898
4.214,170.198,11.0922,0.0,0.0,0.0,1,1,555.873,478.647,-1.1796,210,1787394313.2901
4.234,170.414,10.6492,0.0,0.0,0.0,1,1,556.089,478.673,-1.1745,210,1787394313.2902
4.254,170.621,10.2735,0.0,0.0,0.0,1,1,556.296,478.698,-1.1695,210,1787394313.2904
4.274,170.821,9.9072,0.0,0.0,0.0,1,1,556.496,478.721,-1.1649,210,1787394313.2905
4.294,171.014,9.5268,0.0,0.0,0.0,1,1,556.689,478.743,-1.1604,210,1787394313.2907
4.314,171.199,9.1282,0.0,0.2,0.0,1,1,556.874,478.765,-1.1561,210,1787394313.4042
4.334,171.375,8.6732,0.0,0.4,0.0,1,1,557.05,478.786,-1.1519,210,1787394313.4044
4.354,171.542,8.2139,0.0,0.6,0.0,1,1,557.217,478.808,-1.1475,210,1787394313.4045
4.374,171.7,7.7858,0.0,0.8,0.0,1,1,557.375,478.832,-1.1427,210,1787394313.4046
4.394,171.848,7.3727,0.0,1.0,0.0,1,1,557.523,478.859,-1.1373,210,1787394313.4047
4.414,171.988,6.9487,0.0,1.0,0.0,1,1,557.663,478.89,-1.1311,210,1787394313.4049
4.434,172.117,6.5383,1.0,0.0,0.0,-1,1,557.793,478.925,-1.1241,210,1787394313.5219
4.454,172.239,6.238,1.0,0.0,0.0,-1,1,557.914,478.962,-1.1166,210,1787394313.5221
4.474,172.354,5.9182,1.0,0.0,0.0,-1,1,558.029,479.0,-1.109,210,1787394313.5223
4.494,172.462,5.621,1.0,0.0,0.0,-1,1,558.138,479.039,-1.1012,210,1787394313.5225
4.514,172.564,5.3578,1.0,0.0,0.0,-1,1,558.239,479.08,-1.093,210,1787394313.5226
4.534,172.659,5.1234,1.0,0.0,0.0,-1,1,558.334,479.124,-1.0843,210,1787394313.6396
4.554,172.748,4.9167,1.0,0.0,0.0,-1,1,558.423,479.171,-1.075,210,1787394313.6399
4.574,172.83,4.7405,1.0,0.0,0.0,-1,1,558.506,479.22,-1.0651,210,1787394313.6402
4.594,172.909,4.7906,1.0,0.0,0.0,-1,1,558.584,479.273,-1.0544,210,1787394313.6405
4.614,172.987,4.8852,1.0,0.0,0.0,-1,1,558.662,479.33,-1.0431,210,1787394313.6408
4.634,173.066,5.0209,1.0,0.0,0.0,-1,1,558.741,479.391,-1.0309,210,1787394313.641
4.654,173.145,5.1504,0.0,0.0,0.0,-1,1,558.82,479.455,-1.0181,210,1787394313.7633
4.674,173.224,5.302,0.0,0.0,0.0,-1,1,558.899,479.523,-1.0044,210,1787394313.7634
4.694,173.304,5.4064,0.0,0.0,0.0,-1,1,558.979,479.595,-0.9901,210,1787394313.7636
4.714,173.382,5.4352,0.0,0.0,0.0,-1,1,559.057,479.67,-0.975,210,1787394313.7637
4.734,173.457,5.3317,0.0,0.0,0.0,-1,1,559.132,479.748,-0.9596,210,1787394313.7639
4.754,173.527,5.2248,0.0,0.0,0.0,-1,1,559.202,479.827,-0.9438,210,1787394313.764
4.774,173.591,5.1196,0.0,0.0,0.0,-1,1,559.266,479.907,-0.9276,210,1787394313.7641
4.794,173.649,5.0323,0.0,0.0,0.0,-1,1,559.325,479.99,-0.9111,210,1787394313.8964
4.814,173.702,4.9686,0.0,0.0,0.0,-1,1,559.377,480.075,-0.8941,210,1787394313.8966
4.834,173.748,4.9244,0.0,0.0,0.0,-1,1,559.423,480.162,-0.8767,210,1787394313.8969
4.854,173.789,4.9095,0.0,0.0,0.0,-1,1,559.465,480.251,-0.8588,210,1787394313.8971
4.874,173.828,4.9045,0.0,0.0,0.0,-1,1,559.503,480.341,-0.8408,210,1787394313.8972
4.894,173.867,4.8939,0.0,0.0,0.0,-1,1,559.542,480.431,-0.8228,210,1787394313.8974
4.914,173.905,4.8877,0.2,0.0,0.0,-1,1,559.58,480.522,-0.8048,210,1787394314.0373
4.934,173.943,4.9152,0.4,0.0,0.0,-1,1,559.618,480.612,-0.7867,210,1787394314.0375
4.954,173.982,5.0422,0.6,0.0,0.0,-1,1,559.657,480.704,-0.7683,210,1787394314.0376
4.974,174.022,5.1805,0.8,0.0,0.0,-1,1,559.697,480.798,-0.7495,210,1787394314.0377
4.994,174.062,5.34,1.0,0.0,0.0,-1,1,559.738,480.895,-0.7301,210,1787394314.0378
5.014,174.105,5.5079,1.0,0.0,0.0,-1,1,559.78,480.995,-0.7101,210,1787394314.0379
5.034,174.148,5.694,1.0,0.0,0.0,-1,1,559.823,481.098,-0.6894,210,1787394314.0381
5.054,174.193,5.8958,1.0,0.0,0.0,-1,1,559.869,481.205,-0.6681,210,1787394314.1797
5.074,174.24,6.0893,1.0,0.0,0.0,-1,1,559.915,481.316,-0.646,210,1787394314.1799
5.094,174.289,6.2807,1.0,0.0,0.0,-1,1,559.964,481.43,-0.6232,210,1787394314.1802
5.114,174.338,6.4727,1.0,0.0,0.0,-1,1,560.014,481.547,-0.5997,210,1787394314.1804
5.134,174.39,6.6724,1.0,0.0,0.0,-1,1,560.065,481.668,-0.5754,210,1787394314.1805
5.154,174.443,6.8766,1.0,0.0,0.0,-1,1,560.118,481.793,-0.5504,210,1787394314.1806
5.174,174.497,7.0851,1.0,0.0,0.0,-1,1,560.172,481.922,-0.5247,210,1787394314.1807
5.194,174.553,7.2849,1.0,0.0,0.0,-1,1,560.229,482.054,-0.4983,210,1787394314.3116
5.214,174.611,7.4813,1.0,0.0,0.0,-1,1,560.286,482.19,-0.4711,210,1787394314.3118
5.234,174.671,7.6813,1.0,0.0,0.0,-1,1,560.346,482.33,-0.4431,210,1787394314.3119
5.254,174.732,7.8804,1.0,0.0,0.0,-1,1,560.407,482.473,-0.4145,210,1787394314.312
5.274,174.794,8.0856,1.0,0.0,0.0,-1,1,560.469,482.62,-0.3851,210,1787394314.3122
5.294,174.858,8.2938,1.0,0.0,0.0,-1,1,560.533,482.771,-0.3549,210,1787394314.3123
5.314,174.924,8.5012,1.0,0.0,0.0,-1,1,560.599,482.926,-0.324,210,1787394314.3124
5.334,174.991,8.704,1.0,0.0,0.0,-1,1,560.667,483.084,-0.2923,210,1787394314.4407
