# schema_version: 1
# synthetic lap from scripts/make_sample_session.py — not real sim data
t,dist,speed,throttle,brake,steer,gear,sector
8.18,671.86,46.238,0.0,0.937,0.0,4,1
8.2,672.78,45.628,0.0,0.939,0.0,4,1
8.22,673.68,45.018,0.0,0.94,0.0,4,1
8.24,674.58,44.408,0.0,0.942,0.0,3,1
8.26,675.46,43.798,0.0,0.943,0.0,3,1
8.28,676.33,43.188,0.0,0.945,0.0,3,1
8.3,677.19,42.578,0.0,0.947,0.0,3,1
8.32,678.04,41.968,0.0,0.948,0.0,3,1
8.34,678.87,41.358,0.0,0.95,0.0,3,1
8.36,679.69,40.748,0.0,0.951,0.0,3,1
8.38,680.5,40.138,0.0,0.953,0.0,3,1
8.4,681.29,39.528,0.0,0.954,0.0,3,1
8.42,682.08,38.918,0.0,0.955,0.0,3,1
8.44,682.85,38.308,0.0,0.957,0.0,3,1
8.46,683.61,37.698,0.0,0.958,0.0,3,1
8.48,684.36,37.088,0.0,0.959,0.0,3,1
8.5,685.09,36.478,0.0,0.961,0.0,3,1
8.52,685.82,35.868,0.0,0.962,0.0,3,1
8.54,686.53,35.258,0.0,0.963,0.0,3,1
8.56,687.23,34.648,0.0,0.965,0.0,2,1
8.58,687.92,34.038,0.0,0.966,0.0,2,1
8.6,688.59,33.428,0.0,0.967,0.0,2,1
8.62,689.25,32.818,0.0,0.968,0.0,2,1
8.64,689.9,32.208,0.0,0.969,0.0,2,1
8.66,690.54,31.598,0.0,0.971,0.0,2,1
8.68,691.17,30.988,0.0,0.972,0.002,2,1
8.7,691.78,30.378,0.0,0.973,0.015,2,1
8.72,692.38,29.768,0.0,0.974,0.039,2,1
8.74,692.97,29.158,0.0,0.975,0.064,2,1
8.76,693.54,28.548,0.0,0.976,0.089,2,1
8.78,694.11,27.938,0.0,0.977,0.114,2,1
8.8,694.66,27.328,0.0,0.978,0.139,2,1
8.82,695.2,26.718,0.0,0.979,0.164,2,1
8.84,695.73,26.108,0.0,0.98,0.189,2,1
8.86,696.25,25.498,0.0,0.981,0.214,2,1
8.88,696.75,24.888,0.0,0.982,0.239,1,1
8.9,697.24,24.278,0.0,0.983,0.264,1,1
8.92,697.72,23.668,0.0,0.983,0.289,1,1
8.94,698.19,23.058,0.0,0.984,0.314,1,1
8.96,698.64,22.448,0.0,0.985,0.339,1,1
8.98,699.09,21.838,0.0,0.986,0.364,1,1
9.0,699.51,21.228,0.0,0.987,0.389,1,1
9.02,699.94,20.618,0.0,0.56,0.415,1,1
9.04,700.35,20.53,0.0,0.06,0.44,1,1
9.06,700.76,20.53,0.029,0.0,0.465,1,1
9.08,701.17,20.53,0.029,0.0,0.49,1,1
9.1,701.58,20.53,0.029,0.0,0.515,1,1
9.12,701.99,20.53,0.029,0.0,0.54,1,1
9.14,702.4,20.53,0.029,0.0,0.565,1,1
9.16,702.81,20.53,0.029,0.0,0.59,1,1
9.18,703.23,20.53,0.029,0.0,0.615,1,1
9.2,703.64,20.53,0.029,0.0,0.64,1,1
9.22,704.05,20.53,0.029,0.0,0.665,1,1
9.24,704.46,20.53,0.029,0.0,0.69,1,1
9.26,704.87,20.53,0.029,0.0,0.715,1,1
9.28,705.28,20.53,0.029,0.0,0.74,1,1
9.3,705.69,20.53,0.029,0.0,0.763,1,1
9.32,706.1,20.53,0.029,0.0,0.775,1,1
9.34,706.51,20.53,0.029,0.0,0.777,1,1
9.36,706.92,20.53,0.029,0.0,0.777,1,1
9.38,707.33,20.53,0.029,0.0,0.777,1,1
9.4,707.74,20.53,0.029,0.0,0.777,1,1
9.42,708.15,20.53,0.029,0.0,0.777,1,1
9.44,708.56,20.53,0.029,0.0,0.777,1,1
9.46,708.97,20.53,0.029,0.0,0.777,1,1
9.48,709.38,20.53,0.029,0.0,0.777,1,1
9.5,709.79,20.53,0.029,0.0,0.777,1,1
9.52,710.21,20.53,0.029,0.0,0.777,1,1
9.54,710.62,20.53,0.029,0.0,0.777,1,1
9.56,711.03,20.53,0.029,0.0,0.777,1,1
9.58,711.44,20.53,0.029,0.0,0.777,1,1
9.6,711.85,20.53,0.029,0.0,0.777,1,1
9.62,712.26,20.53,0.029,0.0,0.777,1,1
9.64,712.67,20.53,0.029,0.0,0.777,1,1
9.66,713.08,20.53,0.029,0.0,0.777,1,1
9.68,713.49,20.53,0.029,0.0,0.777,1,1
9.7,713.9,20.53,0.029,0.0,0.777,1,1
9.72,714.31,20.53,0.029,0.0,0.777,1,1
9.74,714.72,20.53,0.029,0.0,0.777,1,1
9.76,715.13,20.53,0.029,0.0,0.777,1,1
9.78,715.54,20.53,0.029,0.0,0.777,1,1
9.8,715.95,20.53,0.029,0.0,0.777,1,1
9.82,716.36,20.53,0.029,0.0,0.777,1,1
9.84,716.77,20.53,0.029,0.0,0.777,1,1
9.86,717.19,20.53,0.029,0.0,0.777,1,1
9.88,717.6,20.53,0.029,0.0,0.777,1,1
